countycode,white_percentage,black_percentage,ame_ala_percentage,asian_percentage,native_pacific_percentage,other_percentage,two_more_percentage,median_year_structure_built,median_value
37135,75.230003,11.18,.5,7.9000001,0,1.61,3.5799999,1987,331800
37137,76.309998,18.58,.23,.57999998,.02,.99000001,3.3,1988,161600
37139,57.650002,36.040001,.17,1.17,0,.68000001,4.3000002,1985,166600
37141,77.389999,14.2,.28,.51999998,.12,4.8600001,2.6400001,1995,198100
37143,73.720001,23.700001,.2,.47,0,.89999998,1.01,1992,173200
37145,67.050003,25.469999,.61000001,.38,.07,2.3099999,4.1100001,1985,134100
37147,56.189999,34.869999,.34999999,1.79,.059999999,3.8,2.9400001,1992,146700
37149,90.75,4.8200002,.36000001,.74000001,.02,1.46,1.86,1983,222700
37151,84.089996,6.1700001,.31,1.23,.07,5.0300002,3.1099999,1984,128800
37153,60.470001,31.879999,2.5799999,1.02,.12,1.38,2.55,1978,88200
37155,27.27,23.83,40.189999,.57999998,.029999999,5.9499998,2.1600001,1983,75600
37157,74.849998,18.209999,.51999998,.69999999,.02,2.51,3.1900001,1978,114900
37159,76.199997,16.129999,.56999999,1.02,.0099999998,2.8900001,3.1800001,1981,146600
37161,85.610001,9.1999998,.38,.51999998,.029999999,1.46,2.8199999,1979,125100
37163,60.740002,25.459999,2.0799999,.57999998,0,7.79,3.3299999,1985,97500
37165,43.150002,38.779999,12.08,.76999998,.029999999,2.0599999,3.1400001,1979,87600
37167,83.220001,11.61,.50999999,1.71,.039999999,.80000001,2.1099999,1974,150400
37169,92.800003,3.96,.50999999,.38,0,.98000002,1.36,1983,145000
37171,89.279999,3.76,.33000001,.64999998,.17,3.5,2.3099999,1980,129700
37173,64.75,.67000002,30.15,.44999999,.050000001,.49000001,3.4400001,1987,149300
37175,91.480003,4.27,.38,.16,0,1.61,2.0899999,1983,231300
37177,58.57,35.75,.60000002,.47999999,0,2.1400001,2.46,1979,110900
37179,79.370003,11.58,.23999999,3.3099999,.029999999,2.3399999,3.1300001,1997,254100
37181,41.790001,49.139999,1.12,.83999997,0,3.3499999,3.76,1980,103700
37183,63.810001,20.17,.31,7.3299999,.039999999,3.98,4.3499999,1996,301600
37185,39.029999,50.200001,5.6700001,.5,.16,1.71,2.73,1987,89500
37187,45.950001,48.580002,.44999999,.30000001,0,2.71,2.01,1974,86400
37189,93.449997,1.72,.5,1.17,.090000004,1.27,1.8099999,1986,246000
37191,62.060001,30.389999,.25999999,1.1900001,.039999999,1.39,4.6700001,1983,125900
37193,90.400002,3.8699999,.2,.58999997,.31999999,1.6900001,2.9300001,1979,129200
37195,49.919998,39.790001,.49000001,.63,0,6.04,3.1199999,1982,127100
37197,91.349998,3.22,.33000001,.1,.059999999,1.6799999,3.26,1980,138500
37199,95.150002,.63999999,.55000001,.30000001,.02,.94999999,2.3900001,1984,166900
38001,95.199997,1.59,.40000001,2.29,0,0,.52999997,1966,95600
38003,91.150002,2.3699999,1.87,.75999999,.050000001,.11,3.6900001,1966,138300
38005,40.73,.22,53.880001,.059999999,.07,.50999999,4.5300002,1970,79800
38007,100,0,0,0,0,0,0,1975,232400
38009,92.68,.63999999,3.99,.25999999,0,.52999997,1.9,1972,157300
38011,97.120003,0,.83999997,0,.13,.97000003,.94,1969,154300
38013,93.419998,.75,1.0700001,1.54,0,.37,2.8499999,1962,114100
38015,88.720001,2.3599999,4.1999998,.76999998,.079999998,.44999999,3.4200001,1986,266800
38017,86.059998,6.0500002,.88999999,3.25,.029999999,.57999998,3.1500001,1990,234100
38019,93.790001,.050000001,1.41,0,0,3.4000001,1.35,1972,108600
38021,95.309998,.68000001,1.87,0,0,.56,1.59,1966,129600
38023,94.059998,2.49,1.09,0,0,0,2.3599999,1962,124900
38025,84.160004,1.65,8.8999996,1.17,.31999999,1.26,2.54,1977,213600
38027,88.550003,0,5.48,0,.090000004,1.02,4.8600001,1964,92300
38029,97.18,0,.67000002,1.1,0,.18000001,.86000001,1961,94500
38031,95.419998,.56,1.36,.059999999,.43000001,0,2.1700001,1972,151200
38033,91.540001,.11,2.1199999,0,0,0,6.2399998,1958,113700
38035,85.339996,3.8199999,2.6600001,2.8499999,.58999997,1.54,3.21,1979,208200
38037,95.43,0,1.16,1.6,.039999999,0,1.77,1963,75600
38039,96.370003,0,1.04,0,0,0,2.5899999,1960,100900
38041,91.389999,.44,2.3499999,0,.039999999,1.75,4.02,1957,109500
38043,95.540001,.56999999,1.5,.23999999,0,1.46,.69,1968,101600
38045,95.93,.69,.38,.090000004,0,.44999999,2.46,1967,99900
38047,97.25,0,.11,.059999999,0,.69,1.89,1964,84500
38049,97.199997,.5,.94,.34,0,.12,.88999999,1961,119500
38051,95.419998,.38999999,.67000002,.63,0,2.21,.67000002,1959,75700
38053,82.360001,1.55,10,.64999998,0,1.92,3.51,2005,283400
38055,89.669998,.44,6.4200001,.13,.22,.66000003,2.47,1974,184800
38057,92.260002,.67000002,3.54,.31,0,2.95,.25999999,1977,181100
38059,91.010002,1.24,3.5999999,.68000001,.14,1.54,1.78,1978,220900
38061,63.689999,1.46,28.950001,.51999998,.2,2.53,2.6400001,1979,171500
38063,92.669998,.1,.20999999,.56,0,2.97,3.49,1963,96100
38065,91.230003,0,1.4299999,.25,.61000001,0,6.4699998,1974,202400
38067,94.220001,.41,2.29,.73000002,0,.029999999,2.3199999,1967,92000
38069,93.470001,.49000001,3.2,1.1799999,0,.12,1.53,1968,132300
38071,83.669998,.47,9.6199999,1.48,0,.30000001,4.4499998,1971,154800
38073,94.139999,.25,.44,2.99,0,1.27,.91000003,1961,139200
38075,95.889999,.28999999,.039999999,.25,0,.63,2.8900001,1969,127900
38077,92.059998,.51999998,1.8200001,.46000001,0,1.54,3.5999999,1972,132800
38079,18.33,.60000002,76.739998,.090000004,0,.55000001,3.6900001,1979,85600
38081,93.489998,3.0999999,.50999999,.1,0,.46000001,2.3299999,1973,110900
38083,97.980003,0,2.02,0,0,0,0,1966,95800
38085,13.07,.12,82.760002,0,0,1.8,2.26,1979,83300
38087,95.559998,2.4100001,.88999999,0,0,0,1.14,1958,91000
38089,89.900002,2.6500001,1.7,1.29,.25999999,2.0799999,2.1199999,1986,240800
38091,96.089996,.5,0,0,0,.55000001,2.8599999,1969,87000
38093,93.080002,1.62,1.47,.56,.0099999998,.62,2.6400001,1971,158900
38095,91.150002,.46000001,7.3899999,.18000001,0,0,.81999999,1962,93500
38097,92.699997,1.11,1.0599999,.31,.039999999,1.9299999,2.8499999,1963,152200
38099,92.839996,.37,2.3599999,.77999997,0,.75,2.9000001,1967,94100
38101,85.690002,4.7399998,1.87,1.47,.27000001,1.5700001,4.3800001,1983,217700
38103,98.919998,0,.050000001,.15000001,0,.56999999,.31,1965,89600
38105,81.239998,4.5300002,2.6500001,1.21,.13,4.77,5.48,1997,254800
39001,97.040001,.47999999,.029999999,.34999999,0,.090000004,2.02,1980,115000
39003,81.900002,11.33,.16,.83999997,0,1.0700001,4.71,1964,120300
39005,96.400002,.85000002,.029999999,.66000003,0,.22,1.84,1967,132200
39007,92.25,3.8800001,.1,.47,.0099999998,.41999999,2.8699999,1961,117200
39009,91.010002,2.8900001,.25,2.4200001,.050000001,.37,3.01,1978,139100
39011,96.059998,.75999999,.07,.28,0,.93000001,1.89,1970,146400
39013,93.110001,3.48,.15000001,.56,.02,.49000001,2.1800001,1959,110800
39015,97.07,.81999999,.050000001,.22,0,.23999999,1.59,1981,138200
39017,83.040001,7.71,.11,3.4300001,.02,1.1900001,4.5100002,1977,180200
39019,96.940002,1.01,0,.090000004,0,0,1.95,1974,128400
39021,93.970001,1.8099999,.28999999,.43000001,.02,.38,3.1099999,1968,137200
39023,86.25,8.29,.15000001,.51999998,.0099999998,.88999999,3.9000001,1961,120500
39025,94.410004,1.23,.090000004,1.39,.039999999,.44999999,2.3900001,1984,178700
39027,93.900002,1.9,.050000001,.62,.02,.70999998,2.79,1976,139100
39029,94.260002,2.1600001,.079999998,.28,.0099999998,.92000002,2.29,1963,105500
39031,96.68,1.22,.18000001,.33000001,0,.14,1.4400001,1966,106300
39033,96.330002,1.1799999,.15000001,.66000003,.07,.15000001,1.46,1960,93400
39035,61.360001,29.34,.23,3.0999999,.039999999,1.89,4.04,1956,137800
39037,97.230003,.73000002,.23999999,.36000001,0,.2,1.24,1960,124700
39039,90.07,1.79,.40000001,.38999999,.059999999,3.4200001,3.8699999,1966,125100
39041,85.730003,3.48,.12,6.8499999,.02,.60000002,3.2,1998,320300
39043,84.639999,9.1099997,.40000001,.77999997,.0099999998,1.21,3.8499999,1965,146800
39045,85.970001,7.6199999,.1,1.6799999,.029999999,.82999998,3.78,1980,197400
39047,93.07,2.46,.029999999,1.02,.039999999,.95999998,2.4300001,1970,118200
39049,65,22.719999,.2,5.4200001,.029999999,1.95,4.6700001,1977,185900
39051,92.839996,.34,.41999999,.54000002,.050000001,2.1500001,3.6600001,1969,140300
39053,93.489998,1.84,.5,.76999998,.16,.64999998,2.5999999,1980,118400
39055,95.970001,1.25,.11,.55000001,0,.36000001,1.75,1974,247700
39057,84.629997,6.7199998,.11,3.04,.059999999,.94999999,4.4899998,1974,180300
39059,94.879997,1.73,.20999999,.41,0,.61000001,2.1600001,1971,122800
39061,66.559998,25.549999,.11,2.72,.07,1.1900001,3.8,1961,163000
39063,92.25,1.35,.1,2.0899999,0,1.8099999,2.4100001,1971,152600
39065,95.410004,1.08,0,.75,0,.76999998,1.98,1966,106200
39067,95.080002,2.8399999,0,.51999998,0,.2,1.36,1969,100800
39069,92.93,.79000002,.31,.33000001,.079999998,3.02,2.54,1960,130800
39071,95.639999,1.5599999,.25999999,.31999999,0,.25,1.97,1977,123400
39073,96.260002,.81,.039999999,.090000004,0,.41,2.4000001,1979,139800
39075,98.279999,.14,.30000001,.30000001,0,.079999998,.89999998,1982,224400
39077,94.919998,1.66,.37,.20999999,.0099999998,.61000001,2.22,1967,131600
39079,96.510002,1,.059999999,0,.17,.050000001,2.21,1978,105600
39081,90.900002,5.77,.029999999,.61000001,0,.38,2.3,1959,95300
39083,95.470001,.85000002,.25999999,.46000001,.0099999998,.74000001,2.2,1973,162700
39085,90.059998,4.3400002,.079999998,1.27,.029999999,1.45,2.77,1971,160200
39087,95.209999,1.71,.0099999998,.37,.02,.46000001,2.23,1974,107700
39089,90.660004,4.23,.12,1.58,.0099999998,.38,3,1976,183500
39091,94.050003,1.45,.090000004,.75999999,.079999998,.41999999,3.1500001,1971,142400
39093,84.120003,8.1199999,.31999999,1.15,.029999999,1.21,5.0500002,1971,156400
39095,71.269997,18.9,.31,1.71,.029999999,2.4100001,5.3699999,1961,120900
39097,89.629997,5.8400002,.090000004,.63999999,.02,.44,3.3299999,1974,169200
39099,78.440002,14.76,.23,.95999998,.02,1.38,4.2199998,1960,108200
39101,89.209999,5.1799998,.25,.72000003,.039999999,.66000003,3.9300001,1961,105800
39103,94.519997,1.39,.17,1.01,0,.61000001,2.3,1981,205800
39105,96.970001,.52999997,.1,0,0,.20999999,2.2,1979,92500
39107,96.599998,.68000001,0,.66000003,.81999999,.27000001,.97000003,1972,163800
39109,93.300003,1.9299999,.13,1.35,.0099999998,.31999999,2.95,1969,155000
39111,97.059998,.46000001,0,.47999999,0,.0099999998,2,1969,109500
39113,71.889999,20.58,.18000001,2.21,.039999999,1.1,4.0100002,1964,124900
39115,92.43,3.6900001,.16,.079999998,0,.44999999,3.1900001,1973,102700
39117,96.040001,.75,.13,.44,0,.17,2.47,1979,154900
39119,91.400002,3.0899999,.17,.50999999,.07,.5,4.27,1968,126400
39121,92.25,5.6199999,.23,.079999998,0,.75999999,1.0700001,1974,106100
39123,94.75,1.29,.37,.23999999,0,1.15,2.1900001,1972,154500
39125,95.18,.56999999,.12,.25999999,.050000001,.66000003,3.1500001,1966,102600
39127,96.889999,.73000002,.22,.090000004,.059999999,.28999999,1.72,1976,120200
39129,92.949997,3.47,.28,.51999998,0,.52999997,2.25,1979,171400
39131,95.639999,1.02,.62,.1,.31999999,.18000001,2.1400001,1981,119900
39133,89.709999,4.3699999,.1,1.87,.029999999,.43000001,3.48,1975,160300
39135,96.629997,.76999998,.12,.27000001,.0099999998,.15000001,2.0599999,1969,133900
39137,94.309998,.63999999,.029999999,.13,.029999999,3.5,1.36,1970,154500
39139,86.160004,8.6800003,.15000001,.74000001,.090000004,.74000001,3.4400001,1963,115100
39141,90.220001,5.6599998,.039999999,.50999999,.02,.44,3.1099999,1973,125000
39143,89.790001,2.6800001,.5,.49000001,.02,2.1700001,4.3600001,1959,118600
39145,94.019997,3.01,.22,.44,.0099999998,.31999999,1.98,1967,103400
39147,92.489998,3.1500001,.36000001,.63999999,0,1.13,2.23,1958,108900
39149,93.669998,2.45,.2,.88999999,0,.43000001,2.3499999,1974,147400
39151,87.089996,7.4099998,.13,.88,0,.68000001,3.8099999,1965,139000
39153,77.68,14.37,.17,3.6800001,.0099999998,.47999999,3.6199999,1964,151300
39155,87.830002,8.1899996,.12,.52999997,.090000004,.23,3.01,1963,105500
39157,96.459999,.66000003,.079999998,.38999999,0,.34999999,2.0599999,1969,136700
39159,90.330002,2.46,.23,4.1799998,.059999999,.20999999,2.52,1991,220300
39161,95.839996,.93000001,.33000001,.28,0,.51999998,2.1099999,1959,111000
39163,97.809998,.059999999,.079999998,.23999999,0,0,1.8099999,1979,94800
39165,87.330002,3.6300001,.090000004,6.1100001,0,.44999999,2.3800001,1992,236400
39167,95.660004,1.3200001,.41999999,.75,0,.20999999,1.64,1971,142100
39169,94.370003,1.24,.13,1.03,.0099999998,1.16,2.0599999,1974,156300
39171,94.470001,1.0700001,.23,.57999998,.039999999,1.14,2.45,1965,108000
39173,90.760002,2.4200001,.2,1.67,.079999998,1.28,3.5899999,1977,165400
39175,96.389999,.11,0,.98000002,0,.43000001,2.0899999,1964,129900
40001,41.130001,.56,44.360001,.94,.1,3.0999999,9.8100004,1980,92800
40003,84.720001,2.95,2.3699999,.28999999,0,3.4000001,6.27,1959,86000
40005,71.669998,3.3299999,10.13,.38,0,.74000001,13.75,1983,105200
40007,78.43,.82999998,1.54,.02,0,14.21,4.98,1963,97800
40009,83.790001,4.1799998,2.75,.22,0,3.98,5.0700002,1982,127500
40011,78.889999,4.0300002,7.8600001,.039999999,0,2.9100001,6.27,1971,99600
40013,73.129997,1.8,13.66,.64999998,.13,2.23,8.4099998,1985,119800
40015,62.709999,2.4300001,21.52,.51999998,.11,3.4100001,9.29,1973,84600
40017,79.300003,3.1199999,3.96,3.01,.02,3.2,7.3899999,1991,170700
40019,73.150002,6.5599999,7.8800001,1.27,.050000001,1.33,9.7600002,1977,117400
40021,49.740002,1.29,33.73,.85000002,.059999999,1.71,12.61,1986,126400
40023,61.93,10.76,16.49,.13,.029999999,1.23,9.4200001,1981,99000
40025,97.639999,.14,.19,0,0,.31999999,1.71,1958,62400
40027,76.300003,4.77,4.3099999,4.3000002,.059999999,1.92,8.3299999,1988,170700
40029,69.360001,.11,9.6300001,.64999998,0,1.4,18.860001,1975,82000
40031,61.43,16.42,4.9200001,2.6400001,.41,3.0899999,11.09,1976,124100
40033,80.82,2.1099999,10.19,0,0,1.16,5.7199998,1966,75600
40035,64.279999,2.98,21.719999,.82999998,.18000001,1.24,8.7700005,1974,110700
40037,78.43,2.1400001,11.65,.58999997,.029999999,.93000001,6.23,1983,130300
40039,77.529999,3.03,3.6500001,1.1900001,.02,4.3899999,10.19,1977,140100
40041,64.68,.5,22.68,1.23,.090000004,1.0599999,9.7700005,1986,124000
40043,88.230003,.079999998,5.98,.12,0,.2,5.3800001,1970,99800
40045,90.93,.25,1.9299999,.61000001,0,1.6,4.6700001,1962,96000
40047,80.339996,2.53,2.1199999,.94999999,3.8199999,4.0500002,6.1999998,1971,119000
40049,82.410004,2.1700001,5.5100002,.090000004,0,.73000002,9.1000004,1972,103900
40051,84.82,2.25,4.7399998,.38,0,.81,7,1980,140800
40053,88.940002,.87,1.58,.16,.090000004,2.3299999,6.02,1962,79000
40055,79.93,5.79,2.1600001,0,0,3.1300001,9,1966,84600
40057,65.529999,9.7600002,1.95,.44999999,0,17.799999,4.5100002,1959,72100
40059,90.129997,.079999998,.050000001,0,0,7.77,1.96,1963,83700
40061,71.220001,.64999998,8.3800001,.87,.02,1.0599999,17.799999,1984,99200
40063,66.370003,4.0500002,21.629999,.16,0,.66000003,7.1300001,1972,74200
40065,73.400002,7.0500002,1.37,1.4,.1,8.0600004,8.6300001,1972,99700
40067,83.480003,1.71,5.4400001,.02,0,2.1900001,7.1700001,1971,64800
40069,71,1.5599999,6.8699999,.059999999,.22,1.2,19.09,1983,85900
40071,77.360001,1.95,9.8100004,.49000001,0,2.9400001,7.46,1963,96700
40073,84.139999,1.3200001,2.1400001,1.89,.18000001,4.5700002,5.7600002,1976,152000
40075,80.93,4.1900001,3.5799999,.51999998,0,1.9299999,8.8500004,1959,66200
40077,65.019997,.93000001,21.280001,.81999999,0,.23,11.72,1981,87300
40079,74.489998,1.77,11.1,.73000002,.11,1.8,10,1983,90900
40081,84.470001,1.85,7.3200002,.23999999,.059999999,.36000001,5.71,1984,116800
40083,82.07,8.1300001,3.3699999,.56999999,.02,.34999999,5.48,1987,176000
40085,81.779999,2.4200001,5.1399999,.81,0,1.51,8.3299999,1979,117900
40087,84.309998,1.22,5.9899998,.12,.059999999,1.04,7.27,1994,183800
40089,62.59,7.8400002,14.07,.81999999,1.29,2.3299999,11.04,1982,86100
40091,69.5,2.3399999,17.209999,.07,.059999999,.16,10.66,1983,115900
40093,87.300003,.25,2.8399999,.99000001,.079999998,3.04,5.5,1972,111500
40095,68.849998,1.73,5.9299998,.16,.13,12.17,11.04,1983,107900
40097,65.239998,.38999999,19.99,.38999999,.34,.68000001,12.97,1981,115900
40099,74.690002,1.77,11.77,.79000002,.25999999,1.04,9.6700001,1979,130400
40101,56.93,10.29,18.32,.72000003,.039999999,3.4200001,10.28,1975,109300
40103,82.029999,.44999999,7.4899998,.1,.050000001,1.11,8.7600002,1972,116300
40105,67.480003,1.92,14.64,.28999999,.19,.97000003,14.51,1976,91400
40107,63.43,7.2399998,15.43,0,0,.51999998,13.39,1977,87800
40109,67.010002,15.1,2.9000001,3.3,.11,3.8,7.8000002,1976,157500
40111,64.239998,8.0500002,14.96,.41,.039999999,.50999999,11.79,1974,85900
40113,64.580002,11.01,11.7,.34,.039999999,1.12,11.2,1979,126300
40115,66.050003,1.08,20.129999,.74000001,.64999998,2.3900001,8.9700003,1973,88100
40117,77.589996,.79000002,10.91,.28999999,.0099999998,.55000001,9.8500004,1977,98900
40119,79.739998,3.8499999,3.9000001,4.3600001,.039999999,.97000003,7.1500001,1981,172700
40121,72.169998,2.71,5.2800002,.44,.14,.61000001,18.66,1977,109000
40123,67.419998,2.4000001,14.92,.79000002,.1,.97000003,13.4,1976,134700
40125,74.940002,3.26,14.25,.73000002,.090000004,.50999999,6.21,1979,123100
40127,71.879997,.91000003,15.5,.43000001,.15000001,.25999999,10.85,1981,84000
40129,86.959999,.33000001,6.0500002,0,0,2.26,4.4000001,1969,131400
40131,73.940002,.98000002,12.63,1.52,.07,1.04,9.8199997,1990,168000
40133,67.139999,4.4899998,20.42,.61000001,.050000001,.5,6.79,1975,75100
40135,63.540001,2.1199999,21.610001,.76999998,.059999999,1.76,10.14,1984,99100
40137,82.07,1.84,5.0799999,.67000002,.18000001,4.0799999,6.0700002,1974,114700
40139,58.599998,4.23,.66000003,3.53,.059999999,26.9,6.02,1972,118200
40141,64.860001,7.5900002,3.25,.25999999,0,17.290001,6.75,1959,52800
40143,68.699997,10.05,5.1399999,3.5599999,.1,3.3900001,9.0600004,1978,160700
40145,74.089996,3.4400001,9.3699999,1.64,.079999998,1.9,9.4799995,1991,162900
40147,75.620003,2.5799999,10.52,2.1800001,.0099999998,1.9,7.1900001,1971,126100
40149,87.910004,1.37,1.88,.20999999,0,2.72,5.9099998,1960,89800
40151,88.129997,3.25,1.54,.41999999,0,.72000003,5.9499998,1961,114100
40153,88.059998,1.4,2.3699999,.2,.0099999998,3.6199999,4.3499999,1976,138800
41001,92.239998,1.05,1.76,.31,.17,1.98,2.49,1970,180600
41003,83.419998,1.1,.69999999,7.3800001,.22,2.24,4.9299998,1978,357900
41005,85.75,.88,.60000002,4.46,.22,2.5599999,5.52,1983,421100
41007,89.129997,.75,.62,1.09,.28,1.38,6.7399998,1974,309500
41009,91.550003,.51999998,.92000002,.81999999,.27000001,.81999999,5.0900002,1978,282600
41011,88.629997,.37,1.98,1.16,.07,1.67,6.1199999,1972,220400
41013,93.050003,.14,.92000002,.28999999,.28999999,1.21,4.0999999,1991,265100
41015,89.589996,.15000001,2.0799999,.51999998,.07,.66000003,6.9299998,1981,285600
41017,92.059998,.56999999,.69,1.0599999,.12,1.6900001,3.8,1995,389300
41019,91.550003,.55000001,1.3099999,.83999997,.079999998,.62,5.0700002,1977,210800
41021,88.980003,0,3.3800001,.94999999,.57999998,2.6400001,3.48,1958,112900
41023,93.57,0,1.53,.68000001,.20999999,.72000003,3.28,1973,153900
41025,90.709999,.25999999,1.15,0,.62,.22,7.0500002,1973,140300
41027,84.75,.56999999,.69,1.3099999,0,4.0500002,8.6300001,1978,411600
41029,90.199997,.79000002,1.11,1.38,.34,1.79,4.4000001,1982,294500
41031,69.339996,.74000001,14.71,.49000001,.079999998,6.3200002,8.3299999,1986,242200
41033,91.309998,.63,1.13,.81999999,.079999998,1.09,4.9499998,1980,281500
41035,84.580002,.67000002,4,1.11,.079999998,2.5899999,6.98,1976,188700
41037,91.839996,.28999999,2.8099999,1.22,0,.44,3.3900001,1976,161000
41039,85.709999,1.04,.88999999,2.8399999,.25,3.04,6.23,1976,280000
41041,87.120003,.33000001,2.47,1.14,.18000001,2.96,5.79,1979,265800
41043,88.809998,.5,.91000003,1.11,.11,3.1400001,5.4299998,1977,240200
41045,86.599998,1.15,1.11,1.77,.1,3.5899999,5.6799998,1974,150400
41047,78.330002,1.13,.87,2.25,.95999998,7.8400002,8.6199999,1978,270300
41049,83.57,.25,1.1,.81,.27000001,5.6100001,8.3900003,1979,160600
41051,76.050003,5.4499998,.89999998,7.7600002,.64999998,2.6099999,6.5700002,1969,410800
41053,86.470001,.67000002,1.85,1.51,.44,3.5799999,5.48,1984,290100
41055,90.209999,.059999999,.70999998,0,1.1900001,.52999997,7.3000002,1958,159300
41057,91.150002,.55000001,.83999997,.68000001,.43000001,1.84,4.5100002,1981,276700
41059,82.529999,.99000001,2.95,.87,.14,5.3800001,7.1399999,1976,183300
41061,91.739998,.70999998,1,1.15,1.49,.41,3.51,1973,198200
41063,93.739998,.72000003,.69,.23999999,.28,1.15,3.1700001,1973,266800
41065,87.940002,.15000001,3.25,.88999999,.56999999,2.5899999,4.6100001,1972,230800
41067,73.540001,2.1700001,.57999998,10.83,.38999999,5.2800002,7.1999998,1989,413500
41069,90.900002,0,.70999998,.77999997,.07,2.26,5.29,1978,178700
41071,86.239998,.75999999,1.2,1.42,.25999999,4.46,5.6599998,1986,320900
42001,92.800003,1.59,.15000001,.70999998,0,2.24,2.51,1978,212300
42003,79.029999,13,.12,3.9200001,.039999999,.81999999,3.0699999,1957,161600
42005,97.330002,.87,.02,.31,0,.13,1.34,1959,112400
42007,89.730003,5.9299998,.090000004,.46000001,.029999999,.38,3.3699999,1958,148700
42009,97.339996,1.03,.13,.23999999,0,.13,1.13,1971,141700
42011,80.010002,5.2399998,.34,1.46,.02,6.6300001,6.3000002,1968,187600
42013,95.18,1.8200001,.15000001,.58999997,.039999999,.2,2.01,1958,128200
42015,96.349998,.67000002,.079999998,.62,.090000004,.50999999,1.6799999,1969,150900
42017,85.699997,3.8900001,.090000004,4.8099999,.029999999,2.0899999,3.3800001,1974,340500
