countycode,white_percentage,black_percentage,ame_ala_percentage,asian_percentage,native_pacific_percentage,other_percentage,two_more_percentage,median_year_structure_built,median_value
30017,93.550003,.69,.98000002,.5,.19,.68000001,3.4100001,1964,174500
30019,93.489998,0,3.28,.88,0,0,2.3499999,1961,164700
30021,94.639999,.5,1.35,.27000001,0,.68000001,2.5599999,1970,152700
30023,91.699997,1.49,1.35,.56,.16,.66000003,4.0900002,1954,129100
30025,94.120003,.029999999,3.3900001,1.01,0,.1,1.34,1970,165900
30027,93.870003,.72000003,1.63,1.5,.07,.88999999,1.33,1958,138700
30029,93.709999,.46000001,1.53,.64999998,.0099999998,.5,3.1300001,1987,294600
30031,93.190002,.41,.93000001,1.27,0,.82999998,3.3699999,1994,388000
30033,99.43,.56999999,0,0,0,0,0,1972,155300
30035,30.610001,.38,64.269997,.33000001,.25999999,1.15,3,1974,106400
30037,89.93,1.47,.86000001,0,0,0,7.7399998,1968,107600
30039,95.550003,.20999999,1.02,.33000001,0,0,2.8900001,1978,252600
30041,69.599998,.41,24.120001,.52999997,.02,1.12,4.1999998,1970,153800
30043,93.860001,.68000001,1.01,.07,0,1.21,3.1700001,1985,290700
30045,94.309998,0,2.3399999,0,0,0,3.3499999,1968,154200
30047,66.589996,.33000001,23.4,.51999998,.18000001,.47999999,8.5,1985,278400
30049,93.199997,.34,1.33,.63999999,0,.93000001,3.5599999,1979,263900
30051,99.470001,0,0,0,0,0,.52999997,1965,101600
30053,93.599998,.19,.94999999,.36000001,.19,.88999999,3.8299999,1983,197300
30055,93.209999,0,3.72,2.52,0,0,.55000001,1961,151300
30057,96.040001,.02,.22,.059999999,0,.33000001,3.3299999,1991,316900
30059,91.809998,.059999999,1,.44999999,0,3.45,3.23,1960,170700
30061,93.489998,.99000001,1.55,.69,0,.07,3.21,1980,194800
30063,90.349998,.64999998,2,1.97,.11,.56,4.3699999,1981,302200
30065,93.360001,0,2.99,.66000003,0,.73000002,2.26,1977,173000
30067,94.949997,.36000001,.73000002,.38999999,.1,.30000001,3.1800001,1978,287800
30069,96.769997,0,0,3.23,0,0,0,1976,155700
30071,83.730003,0,6.4000001,.63999999,0,.37,8.8500004,1967,141600
30073,81.360001,.1,16.219999,.27000001,0,.22,1.83,1962,138900
30075,94,0,3.24,0,0,.23999999,2.51,1974,135900
30077,89.790001,.69999999,5.4400001,.38999999,0,.79000002,2.8900001,1960,147400
30079,96.470001,0,1.46,1.89,0,.17,0,1954,101000
30081,93.900002,.25999999,.69,.58999997,0,.090000004,4.48,1984,290400
30083,89.93,0,1.95,.02,.40000001,2.8499999,4.8699999,1977,229100
30085,35.110001,.2,59.220001,.73000002,0,.14,4.5999999,1971,103800
30087,52.790001,.25,38.669998,.70999998,0,3.1099999,4.48,1978,115300
30089,92.029999,.25999999,3.8399999,.40000001,.02,.20999999,3.24,1986,251600
30091,94.419998,0,.47,.47,0,.20999999,4.4299998,1961,114800
30093,93.489998,.28,2.28,.75,.039999999,.23,2.9300001,1955,155300
30095,95.82,.07,1.14,.19,0,.25,2.53,1982,256600
30097,95.919998,0,1.28,.23999999,0,0,2.5599999,1977,243300
30099,93.669998,.77999997,1.08,.11,0,.029999999,4.3299999,1959,186300
30101,88.300003,.51999998,7.79,.46000001,0,.27000001,2.6600001,1960,124600
30103,99.019997,0,.16,.81,0,0,0,1964,161800
30105,85.199997,.40000001,9.3199997,.2,.13,.12,4.6199999,1964,150500
30107,96.260002,0,.80000001,.80000001,0,0,2.1500001,1960,117300
30109,98.360001,0,1.16,.47999999,0,0,0,1961,107600
30111,89.230003,.88,3.97,.70999998,.059999999,1.09,4.0500002,1979,238700
31001,91.790001,.56,.25999999,1.3200001,.0099999998,3.27,2.8,1964,137700
31003,96.550003,1.14,0,.27000001,.02,.87,1.16,1958,82100
31005,96.129997,0,.23,0,0,.23,3.4200001,1965,129200
31007,96.279999,0,0,.93000001,0,1.4,1.4,1957,172900
31009,100,0,0,0,0,0,0,1954,77700
31011,98.18,.13,.1,.38,0,0,1.21,1950,131700
31013,91.480003,3.6900001,1.47,.81,0,1.47,1.09,1966,129200
31015,95.480003,.20999999,.69,.20999999,0,1.0599999,2.3399999,1955,85000
31017,96.879997,.029999999,.20999999,.38,0,0,2.49,1965,85100
31019,90.839996,.85000002,.17,1.45,.0099999998,4.0999999,2.5799999,1978,185300
31021,93.510002,.31,2.55,.31999999,.2,.88,2.23,1953,104900
31023,96.290001,.079999998,.73000002,.19,0,.73000002,2,1965,127200
31025,94.910004,.25999999,.40000001,.38,.23999999,1.15,2.6700001,1976,195500
31027,97.150002,.12,.75,.050000001,0,1.01,.92000002,1955,121800
31029,93.419998,.079999998,0,.73000002,0,.029999999,5.75,1971,139200
31031,88.07,.16,3.8099999,1.34,.52999997,.28,5.8099999,1965,124900
31033,93.580002,.64999998,.58999997,.77999997,.02,.50999999,3.8599999,1957,98700
31035,95.010002,.31,.52999997,.02,0,1.47,2.6600001,1952,102500
31037,79.5,3.76,1.96,.73000002,.029999999,5.3699999,8.6499996,1972,92900
31039,92.160004,.27000001,.43000001,.17,.15000001,3.0599999,3.76,1957,129100
31041,95.989998,.1,.30000001,.72000003,0,.95999998,1.9299999,1952,116900
31043,62.330002,6.0500002,2.1800001,3.3599999,0,17.27,8.8000002,1972,131400
31045,88.379997,2.99,2.8900001,.58999997,0,0,5.1500001,1954,125200
31047,83.230003,6.2199998,.33000001,.79000002,.0099999998,5.0100002,4.4099998,1968,113700
31049,95.419998,.23,1.41,.62,0,.17,2.1500001,1948,89800
31051,91.68,.090000004,.46000001,.37,0,3.6300001,3.78,1954,100000
31053,93.110001,1.0700001,.81,.63999999,.19,1.3200001,2.8599999,1964,137100
31055,77.25,10.87,.49000001,4.0500002,.039999999,2.6500001,4.6599998,1974,180000
31057,99.120003,.16,.050000001,0,0,.47,.20999999,1957,76900
31059,96.230003,.16,.54000002,.89999998,0,.41999999,1.75,1952,89200
31061,96.160004,.44,.029999999,.34,.30000001,1.01,1.72,1948,77100
31063,96.050003,.99000001,.19,.079999998,0,.34,2.3499999,1957,111100
31065,96.559998,.17,.13,.34,.02,.79000002,1.99,1945,73700
31067,96.25,.56,.68000001,.56999999,0,.54000002,1.41,1962,124100
31069,97.650002,0,.41999999,.20999999,0,.99000001,.73000002,1952,77100
31071,97.550003,.1,0,.14,0,1.63,.57999998,1956,106000
31073,98.400002,.2,.050000001,.40000001,.2,.050000001,.69999999,1970,165500
31075,97.110001,.72000003,.14,.14,0,.87,1.01,1964,72500
31077,97.25,.25,.25,.13,0,1.14,.97000003,1949,74200
31079,79.059998,2.95,.69999999,1.12,.40000001,11.92,3.8499999,1973,153800
31081,95.5,.090000004,.0099999998,.51999998,.1,1.12,2.6700001,1970,163900
31083,95,.76999998,.33000001,1.39,.029999999,1.45,1.04,1970,113900
31085,97.529999,0,.22,0,0,1.46,.79000002,1948,81000
31087,95.519997,.039999999,.18000001,0,0,.039999999,4.23,1955,75900
31089,97.099998,.22,.63,.41,.02,.28999999,1.34,1970,126000
31091,90.010002,.54000002,.54000002,0,0,3.3699999,5.5300002,1966,94000
31093,93.360001,.16,.050000001,.28,.029999999,1.5599999,4.5700002,1966,155300
31095,96.510002,.72000003,.44,.37,0,.66000003,1.3099999,1946,98600
31097,83.489998,5.3000002,1.04,1.1900001,0,4.2399998,4.75,1952,104700
31099,96.010002,.079999998,.82999998,.46000001,0,.31999999,2.3099999,1965,162200
31101,94.919998,1.64,.72000003,.47,.07,.41,1.76,1970,135000
31103,98.629997,0,0,0,0,.11,1.26,1959,65000
31105,93.68,.14,2.0999999,.34,0,.2,3.55,1955,80500
31107,86.559998,.31,9.6700001,.36000001,.02,.67000002,2.4200001,1964,92300
31109,85.190002,3.9000001,.63999999,4.25,.059999999,1.38,4.5700002,1979,190000
31111,93.449997,1.6,.64999998,.72000003,.059999999,.77999997,2.74,1970,153200
31113,98.769997,0,.44999999,0,0,0,.77999997,1970,107900
31115,91.160004,0,.43000001,0,0,0,8.4099998,1979,82200
31117,98.809998,0,0,0,0,1.1900001,0,1956,78900
31119,89.389999,1.22,1.5599999,1.8099999,0,3.0699999,2.95,1972,155200
31121,94.440002,.77999997,.33000001,1.23,0,1.38,1.84,1968,119900
31123,91.949997,.28,.34,.79000002,0,.40000001,6.2399998,1957,103200
31125,97.300003,.28,.54000002,0,0,.23,1.65,1946,78400
31127,93.190002,1.53,.38999999,.72000003,.029999999,.37,3.77,1950,97200
31129,96.910004,.31,.74000001,1.12,.17,.07,.69,1951,73900
31131,93.190002,.68000001,.11,.22,0,2.47,3.3399999,1966,145100
31133,96.519997,.19,0,0,0,0,3.3,1940,71400
31135,97.959999,.17,.14,0,0,.66000003,1.0700001,1955,118400
31137,94.599998,.1,.97000003,.20999999,.14,.69,3.29,1968,139900
31139,96.589996,.14,.18000001,.25,0,.18000001,2.6500001,1957,134500
31141,90.660004,.57999998,.2,.82999998,.02,3.8699999,3.8299999,1971,159500
31143,95.370003,.19,.17,0,0,1.98,2.28,1964,117600
31145,93.919998,.63999999,.38,.19,0,1.4299999,3.4400001,1957,113600
31147,93.040001,1,2.25,.14,0,.029999999,3.55,1944,73700
31149,96.639999,1.6799999,.91000003,0,0,.14,.63,1965,92100
31151,86.889999,1.45,.28999999,3.21,0,4.4499998,3.72,1963,120800
31153,85.800003,3.95,.47,2.5899999,.079999998,2.54,4.5700002,1992,211400
31155,96.760002,.63999999,.18000001,.34999999,0,.30000001,1.77,1971,171600
31157,88.290001,.64999998,1.89,.66000003,.11,2.9200001,5.4699998,1967,130400
31159,96.099998,.64999998,.11,.44,0,.47,2.23,1971,172900
31161,82.339996,2.3399999,9.5100002,1.23,.02,.31,4.2600002,1951,78200
31163,96.980003,.17,0,.73000002,.029999999,1.0599999,1.03,1952,91000
31165,91.830002,2.8499999,.54000002,0,0,4.0799999,.69,0,108800
31167,95.830002,1.95,0,.23999999,0,.83999997,1.14,1971,129200
31169,95.620003,.51999998,.2,0,0,.63999999,3.02,1952,69900
31171,98.809998,0,.34,0,0,0,.85000002,1964,120000
31173,37.200001,.19,57.950001,.73000002,0,.91000003,3.01,1973,77700
31175,98.120003,.41,.37,0,0,.23999999,.85000002,1948,110500
31177,96.279999,.63,0,.33000001,.17,.63999999,1.96,1977,204900
31179,95.07,1.24,.15000001,.70999998,0,.56,2.27,1967,144100
31181,95.800003,.2,.82999998,0,.86000001,.2,2.1199999,1950,74600
31183,98.980003,0,0,.15000001,0,.57999998,.28999999,1966,96900
31185,93.040001,1.49,.57999998,.25,0,1.78,2.8699999,1959,135600
32001,78.620003,2.5899999,4.9499998,2.8099999,.11,4.8200002,6.0999999,1986,198800
32003,56.59,11.92,.86000001,9.8900003,.79000002,11.87,8.0699997,1996,285100
32005,86.720001,.69999999,1.6900001,1.91,.23,4.21,4.54,1989,416900
32007,80.019997,1.29,5.5900002,1.24,.13,6.0799999,5.6399999,1989,225800
32009,96.989998,1.46,1.46,0,0,0,.1,1979,81100
32011,94.730003,.050000001,3.7,.60000002,0,.92000002,0,1980,151000
32013,82.839996,1.03,4.8400002,.89999998,.050000001,6.96,3.3800001,1987,186200
32015,91.629997,1.58,4.9099998,.07,0,.58999997,1.22,1989,167400
32017,84.239998,4.3699999,1.12,.94999999,0,4.4400001,4.8899999,1975,132600
32019,82.900002,.91000003,2.71,1.25,.18000001,5.75,6.3000002,1994,238600
32021,70.339996,2.8699999,20.41,1.45,0,2.3,2.6300001,1973,99900
32023,80.839996,2.1199999,1.58,1.74,.41,7.5100002,5.8000002,1996,172300
32027,74.75,3.4400001,3.9100001,2,.079999998,9.9099998,5.9000001,1986,114400
32029,83.75,2.74,.41999999,.82999998,0,.27000001,11.99,1989,264000
32031,74.080002,2.4100001,1.55,5.5900002,.68000001,9.04,6.6599998,1989,360500
32033,84.169998,6.4699998,3.9400001,1.11,0,1.55,2.77,1973,157100
32510,79.18,1.9299999,2.4000001,2.8199999,.07,8.5100002,5.0799999,1980,299900
33001,95.830002,.63999999,.34,1.02,.0099999998,.28,1.88,1977,232000
33003,96.610001,.51999998,.25999999,.74000001,0,.16,1.7,1980,251400
33005,94.760002,.86000001,.23999999,.93000001,.039999999,.52999997,2.6400001,1971,197700
33007,95.32,2.1300001,.14,.54000002,.079999998,.25,1.55,1966,132500
33009,91.379997,1.3099999,.30000001,3.53,.050000001,.38999999,3.05,1979,230700
33011,87.910004,2.73,.12,4.1599998,.029999999,1.0700001,3.98,1977,287900
33013,93.360001,1.51,.34999999,2.0699999,.0099999998,.31999999,2.3900001,1976,245400
33015,94.040001,.88,.050000001,2.02,.02,.62,2.3699999,1981,344000
33017,91.639999,1.01,.07,3.51,.079999998,.34999999,3.3399999,1976,243500
33019,96.040001,.56,.25,.76999998,0,.34999999,2.02,1973,174400
34001,63.27,14.22,.49000001,7.8600001,.050000001,8.25,5.8600001,1974,216600
34003,69.019997,5.8400002,.2,16.530001,.029999999,3.1700001,5.1999998,1959,477400
34005,70.790001,16.870001,.15000001,5.1700001,.07,2.1900001,4.7600002,1976,259600
34007,62.310001,19.35,.18000001,5.8099999,.039999999,7.7199998,4.5900002,1966,200400
34009,90.32,3.99,.039999999,.60000002,.02,1.98,3.05,1978,306200
34011,63.939999,19.91,.93000001,1.36,.0099999998,7.4400001,6.4099998,1968,166400
34013,41.130001,39.290001,.25999999,5.4699998,.039999999,8.4499998,5.3600001,1956,395900
34015,80.870003,10.46,.11,3.0899999,.0099999998,2.0999999,3.3599999,1978,224300
34017,50.41,12.08,.49000001,15.75,.059999999,13.29,7.9200001,1960,400800
34019,89.080002,2.74,.1,4.1900001,.029999999,1.08,2.78,1978,418700
34021,59.740002,20.459999,.25,11.49,.07,3.99,4,1964,290100
34023,54.889999,10.3,.28,24.5,.050000001,5.3499999,4.6399999,1972,351400
34025,81.489998,6.9299998,.15000001,5.4400001,.02,2.5899999,3.3900001,1973,435300
34027,79.540001,3.3499999,.14,10.53,.02,2.5699999,3.8599999,1970,462100
34029,89.620003,3.0799999,.090000004,1.87,.029999999,2.5599999,2.75,1980,286700
34031,60.580002,11.14,.30000001,5.3699999,.039999999,15.58,6.9899998,1956,352000
34033,79.379997,13.84,.41999999,.94999999,.029999999,2.29,3.0899999,1964,185700
34035,63.849998,9.8699999,.30000001,18.26,.0099999998,4.0300002,3.6700001,1980,436700
34037,91.370003,2.23,.029999999,2.02,.0099999998,1.15,3.1800001,1972,271500
34039,51.959999,21.27,.34,5.29,.02,15.73,5.3899999,1955,378700
34041,86.529999,4.6900001,.13,2.6700001,.029999999,1.9299999,4.0300002,1971,265700
35001,70.220001,2.8,4.6500001,2.6900001,.079999998,10.25,9.3100004,1981,205500
35003,94.110001,.38999999,0,0,0,1.75,3.75,1984,162400
35005,80.57,1.5700001,1.59,1.04,.0099999998,7.5700002,7.6500001,1972,115400
35006,46.07,1.46,41.240002,.20999999,.029999999,4.1500001,6.8299999,1976,88800
35007,83.190002,.69,2.5599999,.31,0,8.04,5.21,1978,108900
35009,65.010002,5.4200001,.85000002,1.38,.16,18.74,8.4399996,1976,132400
35011,44.959999,4.2600002,.2,0,0,33.279999,17.290001,1964,130000
35013,78.459999,1.8,.97000003,1.13,.090000004,9.0100002,8.54,1988,153600
35015,83.779999,1.54,1.72,.72000003,0,5.4899998,6.75,1974,161100
35017,85.32,.54000002,2.3900001,.69,.0099999998,3.1700001,7.8899999,1976,127100
35019,69,1.85,7.75,.16,0,11.97,9.2700005,1973,100500
35021,68.059998,0,0,0,3.7,25.93,2.3099999,1953,87500
35023,85.970001,.85000002,1.42,0,0,3.1900001,8.5699997,1977,91800
35025,80.769997,3.6700001,1.04,.56999999,.0099999998,5.0700002,8.8599997,1973,138600
35027,88.099998,1.86,1.22,.14,0,1.49,7.1799998,1982,172800
35028,84.150002,.81,.94,4.9200001,0,2.1300001,7.0500002,1974,322200
35029,84.169998,1.45,.93000001,.98000002,0,3.28,9.1800003,1979,84700
35031,13.07,.52999997,75.660004,1.11,.17,4.5900002,4.8800001,1983,66700
35033,55.73,.039999999,.52999997,0,0,32.84,10.84,1979,104300
35035,74.970001,3.46,6.8499999,1.26,.23,5.1799998,8.0500002,1982,120800
35037,80.190002,.63,2.27,1.04,.68000001,9.7799997,5.4099998,1966,68500
35039,48.990002,.58999997,15.86,.60000002,.02,26.280001,7.6599998,1980,172900
35041,73.089996,2.48,.83999997,.41999999,.13,16.02,7.02,1976,111700
35043,69.099998,2.4000001,12.27,1.55,.18000001,6.1599998,8.3400002,1994,211700
35045,49.259998,.85000002,38.790001,.76999998,.050000001,4.8499999,5.4400001,1985,155000
35047,58.509998,1.47,1.64,1.29,.17,29.58,7.3499999,1980,138300
35049,79,1.11,3.28,1.3,.16,7.98,7.1599998,1988,294800
35051,86.190002,.37,3.5899999,.75999999,0,2.76,6.3299999,1980,120100
35053,73.489998,.69999999,12.34,2.1500001,0,2.73,8.5900002,1981,117900
35055,78.230003,.27000001,5.8800001,.86000001,.0099999998,5.79,8.9499998,1983,249000
35057,81.709999,1.7,1.26,1.23,0,9.25,4.8400002,1987,115500
35059,82.730003,1.51,2.3599999,.02,0,5.7199998,7.6500001,1964,93800
35061,76.190002,1.37,4.0599999,1.05,0,8.9099998,8.4200001,1988,151600
36001,74.169998,12.3,.14,6.8099999,.029999999,1.5599999,5,1961,230300
36003,95.400002,1.63,.22,1.05,.059999999,.31,1.34,1964,78400
36005,21.48,34.849998,.67000002,3.8800001,.13,32.220001,6.7800002,1952,427900
36007,84.639999,5.3200002,.19,4.4400001,.07,1.3200001,4.02,1958,120200
36009,91.540001,1.49,3.21,.69999999,0,.60000002,2.45,1961,90200
36011,91.019997,3.8900001,.13,.62,.07,.77999997,3.49,1956,131700
36013,90.959999,2.6900001,.25999999,.52999997,.050000001,2.5,3.01,1953,92900
36015,87.389999,5.9299998,.38,1.51,0,.57999998,4.1999998,1955,108900
36017,95.660004,.81999999,.23,.41,.039999999,.63,2.22,1964,102300
36019,90.43,4.1799998,.25,1.24,.0099999998,1.66,2.23,1973,139600
36021,88.230003,4.1900001,.090000004,1.78,.0099999998,2.03,3.6800001,1965,236500
36023,93.900002,2.1300001,.12,.94999999,.0099999998,.68000001,2.2,1956,126700
36025,93.730003,1.84,.12,.81999999,.0099999998,1.03,2.46,1971,144000
36027,76.839996,10.71,.28999999,3.4400001,.039999999,3.6400001,5.04,1969,290700
36029,77.089996,13.12,.47999999,3.8,.029999999,2.1700001,3.3099999,1956,160700
36031,92.970001,3.21,.22,.27000001,.050000001,1.38,1.91,1965,160400
36033,82.260002,5.6399999,6.21,1.1,.15000001,2.29,2.3499999,1962,110600
36035,92.970001,1.86,.38,.75,.050000001,.69999999,3.29,1954,120100
36037,91.480003,2.27,.70999998,.80000001,0,1.46,3.28,1956,125200
36039,88.459999,5.7600002,.73000002,1.04,.02,1.26,2.73,1969,185600
36041,94.949997,.54000002,.36000001,.039999999,0,.18000001,3.9300001,1968,170500
36043,94.779999,1.4,.12,.5,.090000004,.60000002,2.5,1952,106600
36045,85.5,5.9299998,.44,1.6900001,.23999999,1.39,4.8099999,1970,150100
36047,42.810001,31.309999,.34,11.9,.059999999,8.8699999,4.71,0,734800
36049,96.559998,.89999998,.19,.28,0,.76999998,1.3099999,1971,122800
36051,91.949997,2.8800001,.27000001,1.12,.079999998,1.22,2.48,1969,134000
36053,93.480003,1.62,.56999999,.94,.079999998,.62,2.6900001,1962,140000
36055,74.68,15.07,.30000001,3.6900001,.07,2.0999999,4.0900002,1964,152000
36057,86.470001,2.8399999,.16,.66000003,.02,6,3.8299999,1945,110700
36059,66.309998,11.63,.25999999,10.29,.029999999,7.0999999,4.3899999,1955,524400
36061,55.169998,14.33,.41999999,12.2,.050000001,11.7,6.1399999,1950,1024500
36063,86.510002,6.8299999,.93000001,.93000001,.050000001,1.08,3.6700001,1956,131600
36065,84.449997,6.0799999,.22,4.1599998,.0099999998,1.62,3.46,1956,133100
36067,78.790001,11.13,.47,3.79,.029999999,1.15,4.6399999,1962,148100
36069,91.970001,2.4100001,.27000001,1.33,.02,1.47,2.53,1973,163100
36071,72.529999,10.94,.38,2.8599999,.079999998,7.6700001,5.54,1972,278400
36073,88.400002,5.9000001,.31999999,.66000003,0,1.87,2.8499999,1952,101400
36075,94.879997,1.3099999,.12,.72000003,.029999999,.5,2.45,1971,109500
36077,92.830002,2.1199999,.12,1.28,.12,.68000001,2.8599999,1956,150700
36079,85.040001,3.3900001,.25,2.0899999,.02,6.1199999,3.0799999,1968,366400
36081,35.860001,18.049999,.47,25.93,.050000001,13.73,5.9099998,1952,575600
36083,84.959999,6.27,.13,2.74,.0099999998,1.34,4.5500002,1961,197100
36085,71.580002,10.22,.23999999,10.01,.029999999,3.8699999,4.04,1972,546100
36087,69.949997,12.14,.19,5.9899998,.0099999998,7.96,3.77,1970,452500
36089,92.580002,2.5999999,.68000001,1.03,.050000001,.88,2.1900001,1962,97000
36091,92.129997,1.7,.20999999,2.9000001,.0099999998,.47999999,2.5799999,1982,266000
36093,75.440002,10.21,.25999999,4.6300001,.029999999,3.4400001,6,1954,172500
36095,93.849998,1.6799999,.2,.97000003,.029999999,.89999998,2.3800001,1973,142600
36097,96.410004,.77999997,.13,.73000002,0,.31,1.63,1967,127000
36099,90.400002,5.1599998,.36000001,.76999998,.02,.85000002,2.4300001,1957,107500
36101,94.010002,1.67,.14,1.5599999,0,.66000003,1.97,1962,104200
36103,78.43,7.6799998,.28,4.1100001,.039999999,5.2800002,4.1799998,1969,413900
36105,78.300003,8.1800003,.20999999,1.72,.0099999998,6.0700002,5.52,1970,175900
36107,95.779999,.87,.18000001,.86000001,.0099999998,.56,1.74,1967,119800
36109,79.589996,4.0900002,.12,9.4399996,.039999999,1.8099999,4.9000001,1973,218700
36111,81.889999,6.0900002,.19,1.85,.0099999998,3.21,6.77,1966,239400
36113,95.489998,1.08,.16,.86000001,.050000001,.38,1.98,1974,208600
36115,92.610001,2.98,.30000001,.57999998,.039999999,.83999997,2.6500001,1960,151500
36117,91.669998,2.47,.13,.85000002,0,1.22,3.6600001,1966,130000
36119,61.77,14.78,.36000001,6.1399999,.029999999,11.71,5.21,1956,544100
36121,91.139999,4.71,.25999999,.44999999,0,1.59,1.84,1955,118800
36123,96.019997,.97000003,.1,.66000003,.029999999,.82999998,1.39,1963,142300
37001,68.870003,19.809999,.41,1.61,.029999999,6.0799999,3.1700001,1984,160900
37003,87.660004,5.1599998,.94,1.0599999,0,3.1600001,2.03,1985,138900
37005,94.959999,1.65,.49000001,.41999999,.0099999998,.28,2.1900001,1983,150500
37007,47.240002,49.080002,.44,1.29,.059999999,.34,1.55,1976,104100
37009,95.860001,.74000001,.28999999,.60000002,.059999999,.55000001,1.91,1982,158200
37011,91.940002,4.3499999,1.13,.43000001,.02,.99000001,1.13,1984,151800
37013,71.139999,24.610001,.13,.1,0,1.0700001,2.9400001,1980,138000
37015,34.799999,61.860001,.40000001,.70999998,.0099999998,.56,1.67,1980,78500
37017,57.889999,34.689999,2.6400001,.16,0,4.0300002,.60000002,1983,98700
37019,83.870003,9.4099998,.60000002,.52999997,0,2.1300001,3.46,1998,220400
37021,87.779999,6.1500001,.31999999,1.26,.13,1.27,3.0999999,1985,250600
37023,84.040001,6.1199999,.89999998,3.71,.12,3.21,1.89,1978,120600
37025,69.160004,18.68,.31999999,4.1500001,.07,4.3400002,3.28,1993,219100
37027,88.349998,4.2800002,.23999999,.51999998,.1,3.7,2.8099999,1980,125200
37029,81.860001,11.09,.23,1.83,.54000002,.38,4.0900002,1991,221000
37031,89.050003,4.9299998,.31,1.13,.059999999,.87,3.6400001,1987,226700
37033,62.959999,32.68,.25,.89999998,.1,1.86,1.26,1980,113600
37035,78.470001,8.29,.40000001,4.46,0,5.3299999,3.05,1984,156200
37037,79.099998,11.8,.18000001,1.62,0,3.6600001,3.6400001,1993,310000
37039,93.029999,1.28,1.72,.76999998,.059999999,1.12,2.02,1990,163900
37041,60.470001,34.23,.46000001,.49000001,0,2.3099999,2.04,1981,139500
37043,96.449997,1.9299999,.51999998,.18000001,.38999999,.13,.38999999,1988,197600
37045,74.089996,20.719999,.25,1.01,.13,2.0799999,1.73,1979,130000
37047,62.470001,29.68,3.53,.44,.02,1.9299999,1.9299999,1979,94800
37049,69.68,21.41,.66000003,2.9200001,.14,2.3099999,2.8800001,1990,161200
37051,48.509998,37.209999,1.28,2.53,.36000001,3.03,7.0799999,1986,139700
37053,89.160004,5.5,.34,.41,.07,1.1900001,3.3299999,1995,263400
37055,91.139999,3.3299999,.15000001,.54000002,.039999999,1.92,2.8800001,1987,297200
37057,84.5,9.4499998,.25,1.54,.0099999998,1.34,2.9200001,1983,149500
37059,88.610001,4.7800002,.63999999,.69,0,1.14,4.1300001,1986,177100
37061,68.93,23.16,.38,.31999999,.079999998,3.8499999,3.28,1983,89500
37063,50.869999,35.560001,.27000001,4.9699998,.050000001,3.3299999,4.9499998,1990,241800
37065,39.369999,57.459999,.34,.16,.050000001,.99000001,1.63,1978,88500
37067,64.150002,26.09,.34999999,2.4000001,.059999999,2.5799999,4.3800001,1981,163800
37069,66.709999,24.09,.94999999,.46000001,.14,3.1500001,4.5100002,1992,161500
37071,75.849998,16.58,.30000001,1.6900001,.07,1.8200001,3.6800001,1980,156800
37073,63.029999,31.58,.81,1.55,0,.029999999,3.01,1988,142400
37075,87.550003,.19,8.9899998,0,.0099999998,2.47,.79000002,1985,119000
37077,60.349998,29.48,.36000001,.54000002,.38999999,4.1199999,4.7600002,1989,168900
37079,56.990002,33.77,.49000001,.050000001,.039999999,2.6199999,6.04,1982,87500
37081,54.049999,34.240002,.47999999,5.1500001,.039999999,2.6099999,3.4300001,1985,172900
37083,39.619999,52.169998,3.49,.72000003,.19,.64999998,3.1500001,1978,85800
37085,66.830002,20.969999,.98000002,1.35,.27000001,5.1500001,4.4499998,1993,160700
37087,94.540001,.87,.52999997,.75999999,0,.87,2.4300001,1982,185600
37089,90.580002,3.5799999,.28,1.39,0,1.72,2.45,1988,232000
37091,34.75,60.18,1.3099999,.87,.029999999,.88,1.98,1975,89800
37093,44.07,33.560001,7.6900001,1.4299999,.18000001,6.46,6.6100001,1997,146200
37095,63.490002,29.49,.12,0,0,2.02,4.8699999,1984,122300
37097,80.040001,12.08,.31,2.4400001,.079999998,2.1199999,2.9400001,1993,200800
37099,82.970001,2.0699999,7.4699998,.73000002,0,2.79,3.96,1987,206900
37101,74.910004,16.18,.47999999,.66000003,.029999999,3.9000001,3.8499999,1995,180200
37103,64.309998,29.51,.94,.37,0,1.51,3.3499999,1981,92200
37105,72.550003,19.639999,.69,1.47,0,2.02,3.6400001,1985,145600
37107,53.02,38.810001,.2,.34999999,.090000004,2.9200001,4.6100001,1977,94000
37109,88.730003,4.9499998,.18000001,.82999998,.059999999,1.91,3.3299999,1991,187000
37111,90.779999,3.6800001,.17,1.02,0,2.05,2.29,1985,129400
37113,93.099998,1.48,.63999999,.94,0,2.54,1.3099999,1984,171700
37115,94.849998,1.48,.33000001,.5,0,.43000001,2.4100001,1984,200700
37117,53.580002,42.060001,.30000001,.63999999,0,.31999999,3.1099999,1974,86400
37119,51.889999,31.639999,.34999999,6.0599999,.039999999,6.04,3.98,1993,253500
37121,95.739998,.14,.50999999,.19,0,.68000001,2.73,1976,164200
37123,75.550003,17.370001,.47,1.54,0,2.96,2.1099999,1980,120500
37125,80.790001,11.08,.79000002,1.37,.23999999,2.23,3.51,1990,229400
37127,51.389999,40.490002,.62,.91000003,.029999999,4.21,2.3499999,1986,133900
37129,80.660004,13.15,.23999999,1.36,.090000004,1.74,2.77,1990,258200
37131,39.349998,55.419998,.50999999,.31999999,0,1.34,3.0599999,1978,83600
37133,74,14.27,.55000001,2,.19,1.4400001,7.5700002,1995,162400
