countycode,total_insurance,total_insurance_building,total_insurance_contents
39033,236666.67,166666.6666666667,70000
39035,286939.88,208955.0632911392,77984.81012658228
39037,131250,106250,25000
39039,147300,147300,0
39041,191852.17,151026.0869565217,40826.08695652174
39043,143935.72,134915.306122449,9020.408163265307
39045,154798.33,138666.6666666667,16131.66666666667
39047,136142.86,107571.4285714286,28571.42857142857
39049,172058.84,156311.5226337449,15747.32510288066
39051,100200,100200,0
39053,64300,62766.66666666666,1533.333333333333
39055,383000,325000,58000
39057,265556.25,191300,74256.25
39059,81950,81950,0
39061,251249.52,198300.4854368932,52949.02912621359
39063,135086.33,115458.9743589744,19627.35042735043
39065,250000,175000,75000
39067,51166.668,51166.66666666666,0
39069,65000,65000,0
39073,130716.13,109577.4193548387,21138.70967741936
39075,50266.668,46933.33333333334,3333.333333333333
39077,123900,90800,33100
39079,210450,160450,50000
39081,76769.234,61938.46153846154,14830.76923076923
39083,233750,168583.3333333333,65166.66666666666
39085,271183.34,204891.6666666667,66291.66666666667
39087,107977.78,79466.66666666667,28511.11111111111
39089,167343.64,137731.8181818182,29611.81818181818
39091,117377.78,110155.5555555556,7222.222222222223
39093,233272.34,192780.8510638298,40491.48936170213
39095,159688.47,140403.8461538462,19284.61538461538
39097,136440,110440,26000
39099,219366.67,161087.5,58279.16666666666
39101,100080,88213.33333333333,11866.66666666667
39103,185914.28,144271.4285714286,41642.85714285714
39105,49662.5,13000,36662.5
39107,224635.3,147094.1176470588,77541.17647058824
39109,218300,169550,48750
39113,166197.3,132410.8108108108,33786.48648648649
39115,66177.781,57055.55555555555,9122.222222222223
39119,207495.23,144338.0952380952,63157.14285714286
39121,127500,90000,37500
39123,124219.59,105890.7216494845,18328.86597938144
39125,112000,80000,32000
39127,153500,112500,41000
39129,112118.18,85936.36363636363,26181.81818181818
39131,175000,175000,0
39133,178650,126960,51690
39135,43666.668,36666.66666666666,7000
39137,95040,83640,11400
39139,155550,133500,22050
39141,128333.34,91666.66666666667,36666.66666666666
39143,283440,211440,72000
39145,109088.89,88277.77777777778,20811.11111111111
39147,328000,308000,20000
39149,275033.34,174166.6666666667,100866.6666666667
39151,113645.16,86854.83870967742,26790.32258064516
39153,141326.56,112318.75,29007.8125
39155,171969.23,138061.5384615385,33907.6923076923
39157,167550,125883.3333333333,41666.66666666666
39159,262500,187500,75000
39161,98185.711,81042.85714285714,17142.85714285714
39163,350000,250000,100000
39165,216755.17,157137.9310344828,59617.24137931035
39167,169210,127103.3333333333,42106.66666666666
39169,181421.73,146330.4347826087,35091.30434782609
39173,114133.34,100800,13333.33333333333
39175,114750,91777.77777777778,22972.22222222222
40001,190000,137500,52500
40003,62700,62700,0
40005,25400,25400,0
40009,16500,16500,0
40015,86325,73825,12500
40017,146014.28,115650,30364.28571428571
40019,230433.33,153211.1111111111,77222.22222222222
40021,78984,69884,9100
40027,264818.19,193363.6363636364,71454.54545454546
40031,197787.42,162517.9640718563,35269.46107784431
40035,158970,105475,53495
40037,25000,25000,0
40039,237142.86,170000,67142.85714285714
40041,146473.33,125800,20673.33333333333
40047,275555.56,204444.4444444444,71111.11111111111
40049,283233.34,208066.6666666667,75166.66666666667
40051,207714.28,142000,65714.28571428571
40055,232400,166000,66400
40057,146850,111850,35000
40065,250000,250000,0
40071,103020.69,88772.41379310345,14248.27586206897
40073,39700,35000,4700
40075,88260,65480,22780
40079,166968.75,136343.75,30625
40081,32900,0,32900
40083,248263.64,220045.4545454546,28218.18181818182
40087,173500,133500,40000
40089,74553.336,65786.66666666667,8766.666666666666
40093,315000,225000,90000
40097,160227.59,129596.5517241379,30631.03448275862
40101,199927.39,146150.6849315068,53776.71232876712
40103,240000,169000,71000
40105,156566.67,115166.6666666667,41400
40109,222561.64,169380.8219178082,53180.82191780822
40111,242400,202400,40000
40113,201253.33,158133.3333333333,43120
40115,127334.33,113074.6268656716,14259.70149253731
40117,34700,34700,0
40119,191550,149930,41620
40121,227500,162500,65000
40125,140000,100000,40000
40127,50000,50000,0
40131,236705.41,172359.4594594595,64345.94594594595
40133,557900,500000,57900
40135,140975,123012.5,17962.5
40137,202500,147142.8571428571,55357.14285714286
40143,228172.06,168727.5303643725,59444.53441295547
40145,179275,146236.1111111111,33038.88888888889
40147,165765,141180,24585
40149,136500,111500,25000
40153,213000,213000,0
41001,350000,250000,100000
41003,466666.66,283333.3333333333,183333.3333333333
41005,253412.5,202412.5,51000
41007,288000,220000,68000
41009,242127.27,216218.1818181818,25909.09090909091
41011,158133.33,147666.6666666667,10466.66666666667
41015,202657.14,155242.8571428571,47414.28571428572
41025,49600,49600,0
41029,239310,194310,45000
41033,310000,233333.3333333333,76666.66666666667
41035,350000,250000,100000
41037,140000,100000,40000
41039,278090.31,213680.6451612903,64409.67741935484
41041,524451.75,464668.9655172414,59782.75862068965
41043,161227.27,138500,22727.27272727273
41045,179500,155500,24000
41047,248360,186553.3333333333,61806.66666666666
41049,196000,186000,10000
41051,301143.75,244300,56843.75
41053,282033.34,215366.6666666667,66666.66666666667
41057,394089.47,343957.8947368421,50131.57894736842
41059,220687.88,170706.0606060606,49981.81818181818
41061,248666.67,215333.3333333333,33333.33333333334
41063,350000,250000,100000
41065,350000,250000,100000
41067,217028.58,168457.1428571429,48571.42857142857
41069,140000,140000,0
41071,156850,151850,5000
42001,192581.81,159000,33581.81818181818
42003,185370.5,139477.1293375394,45893.37539432177
42005,187063.42,152634.1463414634,34429.26829268293
42007,154865.94,121196.7032967033,33669.23076923077
42009,89650,73941.17647058824,15708.82352941176
42011,195172.28,147596.7391304348,47575.54347826087
42013,149397.47,122611.3924050633,26786.07594936709
42015,133016.19,99219.04761904762,33797.14285714286
42017,265967.66,217754.4117647059,48213.23529411765
42019,141288.31,116564.2857142857,24724.02597402598
42021,169661.91,122357.1428571429,47304.76190476191
42023,181000,131000,50000
42025,182575,155100,27475
42027,127591.43,107025.7142857143,20565.71428571429
42029,279963.91,220614.7928994083,59349.11242603551
42031,226350,157800,68550
42033,128213.16,98155.26315789473,30057.89473684211
42035,138460.88,113069.5652173913,25391.30434782609
42037,123293.05,107672.9166666667,15620.13888888889
42039,118488.57,93260,25228.57142857143
42041,157653.84,133073.0769230769,24580.76923076923
42043,208704.59,156122.9885057471,52581.6091954023
42045,300422.78,251012.6094570928,49410.15761821366
42047,139400,121894.4444444444,17505.55555555555
42049,240234.92,176263.4920634921,63971.42857142857
42051,206586.05,166721.7054263566,39864.34108527132
42053,80000,70000,10000
42055,242766.67,183500,59266.66666666666
42059,145180.56,106725,38455.55555555555
42061,155260,116325,38935
42063,123778.57,102186.9047619048,21591.66666666667
42065,187400,137550,49850
42067,137700,111033.3333333333,26666.66666666667
42069,181623.08,159069.2307692308,22553.84615384615
42071,219747.11,185084.6153846154,34662.5
42073,125133.34,99100,26033.33333333333
42075,238958,171572,67386
42077,220573.11,177417.2413793103,43155.86206896551
42079,211222,154332,56890
42081,125171.7,102807.5471698113,22364.15094339623
42083,65000,65000,0
42085,126494.12,95547.05882352941,30947.05882352941
42087,675000,375000,300000
42089,242926.56,218110.9375,24815.625
42091,277345.56,217718.0831826401,59627.48643761302
42093,101440,98720,2720
42095,225872.41,177857.7586206897,48014.65517241379
42097,164655.56,117277.7777777778,47377.77777777778
42099,199663.64,166745.4545454546,32918.18181818182
42101,228091,206214.2,21876.8
42103,255666.67,225000,30666.66666666667
42107,108771.51,88925.58139534884,19845.93023255814
42109,151470,123940,27530
42111,142936.36,119050,23886.36363636364
42113,123640,97200,26440
42115,199441.3,146152.1739130435,53289.13043478261
42117,164976.47,124470.5882352941,40505.88235294117
42119,104000,84000,20000
42121,59840,50810,9030
42123,92633.336,77633.33333333333,15000
42125,254550.66,182831.8181818182,71718.83116883117
42127,350000,250000,100000
42129,144537.91,113231.0469314079,31306.85920577617
42131,204775,171035,33740
42133,180524.2,145627.3684210526,34896.84210526316
44001,278565.22,201608.6956521739,76956.52173913043
44003,237770,189520,48250
44005,326505,284095,42410
44007,1559234.8,1495669.565217391,63565.21739130434
44009,350953.84,259400,91553.84615384616
45003,322727.28,250000,72727.27272727272
45007,325588.25,233823.5294117647,91764.70588235294
45011,250000,250000,0
45013,449298.16,381316.6381278539,67981.50684931508
45015,304594.94,261748.3146067416,42846.62921348315
45017,280000,200000,80000
45019,337387.03,280617.3400176939,56769.6844588617
45025,151162.5,119912.5,31250
45027,185388.23,137858.8235294118,47529.41176470588
45029,330677.94,278630.8510638298,52047.07446808511
45031,152720.83,115650,37070.83333333334
45033,186093.48,137280.4347826087,48813.04347826087
45035,233538.75,184493.125,49045.625
45037,105000,75000,30000
45039,204614.81,186840.7407407407,17774.07407407407
45041,174936.31,134829.4736842105,40106.84210526316
45043,368223.94,312458.3241455347,55765.60088202867
45045,207640,157473.3333333333,50166.66666666666
45047,280000,200000,80000
45049,141925,112425,29500
45051,458036.97,401808.8896020539,56228.08087291399
45053,282225.41,215014.2857142857,67211.11111111111
45055,232424.25,205184.8484848485,27239.39393939394
45057,245000,187500,57500
45059,154000,110000,44000
45061,104814.29,79242.85714285714,25571.42857142857
45063,259244.64,197041.0714285714,62203.57142857143
45067,141684.61,116060.2122015915,25624.40318302387
45069,77556.25,64400,13156.25
45071,245000,175000,70000
45073,325000,232142.8571428571,92857.14285714286
45075,254250,182500,71750
45077,267362.5,198612.5,68750
45079,244271.83,191153.5211267606,53118.30985915493
45081,210000,150000,60000
45083,274206.06,200845.4545454546,73360.60606060606
45085,235210.13,167245.5696202532,67964.55696202532
45089,174702.5,130040,44662.5
45091,196765,139995,56770
46003,175000,125000,50000
46005,350000,250000,100000
46009,210000,150000,60000
46011,245350,179759.0909090909,65590.90909090909
46013,195500,145500,50000
46015,141666.67,83333.33333333333,58333.33333333334
46021,350000,250000,100000
46023,181200,137260,43940
46025,280000,200000,80000
46029,193282.61,150130.4347826087,43152.17391304348
46033,103966.66,93966.66666666667,10000
46035,229625,164875,64750
46037,141650,127250,14400
46045,280000,200000,80000
46051,17700,0,17700
46053,105000,75000,30000
46057,257547.44,202573.0769230769,54974.35897435898
46059,350000,250000,100000
46061,193500,138388.8888888889,55111.11111111111
46067,141600,104600,37000
46077,272500,250000,22500
46079,181632.48,137806.5989847716,43825.8883248731
46081,227500,162500,65000
46083,264000,109000,155000
46085,91600,64185.71428571428,27414.28571428571
46087,139600,112833.3333333333,26766.66666666667
46093,145900,145900,0
46099,181304.81,154534.6153846154,26770.19230769231
46101,129862.5,104268.75,25593.75
46103,160831.81,125663.6363636364,35168.18181818182
46109,64950,52700,12250
46115,158250,130266.6666666667,27983.33333333333
46121,129800,129800,0
46125,169371.42,126257.1428571429,43114.28571428572
46127,333911.13,238900,95011.11111111111
46135,271157.91,217473.6842105263,53684.21052631579
47001,166785.72,138214.2857142857,28571.42857142857
47003,203833.33,137166.6666666667,66666.66666666667
47005,256220,225210,31010
47009,260847.22,175197.2222222222,85650
47011,177638.47,142253.8461538462,35384.61538461538
47013,92500,77456.25,15043.75
47015,240388.23,155011.7647058823,85376.4705882353
47017,350000,250000,100000
47019,135373.08,117642.3076923077,17730.76923076923
47021,258123.69,191984.2105263158,66139.47368421052
47025,93066.664,73066.66666666667,20000
47027,121133.34,88600,32533.33333333333
47029,153787.5,125225,28562.5
47031,102283.34,93283.33333333333,9000
47033,350000,250000,100000
47035,315000,225000,90000
47037,250394.08,206219.8453608248,44174.22680412371
47039,223471.42,197119.387755102,26352.04081632653
47041,86740,75420,11320
47043,356000,317857.1428571428,38142.85714285714
47045,128657.14,98942.85714285714,29714.28571428571
47047,315000,225000,90000
47051,167833.33,131166.6666666667,36666.66666666666
47053,114930.77,81800,33130.76923076923
47055,455875,252125,203750
47057,192000,167000,25000
47059,206187.5,152437.5,53750
47061,245000,175000,70000
47063,139228.58,118942.8571428571,20285.71428571429
47065,184528.09,157327.2727272727,27200.82644628099
47067,149000,121875,27125
47071,193772.73,162390.9090909091,31381.81818181818
47073,161766.67,132933.3333333333,28833.33333333333
47075,125140,117140,8000
47077,124266.66,114000,10266.66666666667
47079,250000,200000,50000
47081,148000,112000,36000
47083,77000,77000,0
47085,136074,110944,25130
47087,117450,117450,0
47089,227000,171285.7142857143,55714.28571428572
47091,210000,150000,60000
47093,215296.97,174189.898989899,41107.07070707071
47095,165000,140000,25000
47097,89125,73287.5,15837.5
47101,116000,106000,10000
47103,183280,161080,22200
47105,290462.5,221525,68937.5
47107,200000,150000,50000
47109,293475,168475,125000
47111,105000,75000,30000
47113,259970,180770,79200
47115,189263.64,146718.1818181818,42545.45454545454
47117,137450,107450,30000
47119,186463.64,147800,38663.63636363636
47121,140000,100000,40000
47123,204142.86,152714.2857142857,51428.57142857143
47125,237715.39,186600,51115.38461538462
47129,371500,371500,0
47131,88200,72430.76923076923,15769.23076923077
47135,120325.8,99048.3870967742,21277.41935483871
47139,170044.44,156666.6666666667,13377.77777777778
47141,230833.33,145833.3333333333,85000
47143,162943.75,102093.75,60850
47145,185750,137083.3333333333,48666.66666666666
47147,184964.86,144889.1891891892,40075.67567567567
47149,205000,162895.918367347,42104.08163265306
47153,105000,75000,30000
47155,416320,322728.3333333333,93591.66666666667
47157,291209.19,208780.4597701149,82428.7356321839
47159,167304.34,122956.5217391304,44347.82608695652
47161,128000,100000,28000
47163,255502.38,208650,46852.38095238095
47165,224470.59,178920.1680672269,45550.42016806723
47167,191220.69,147500,43720.68965517241
47169,178750,131250,47500
47171,119961.54,103961.5384615385,16000
47173,350000,250000,100000
47175,151775,135525,16250
47177,205375,151075,54300
47179,348428.56,216428.5714285714,132000
47181,193428.58,153428.5714285714,40000
47183,350000,250000,100000
47185,140000,100000,40000
47187,251771.02,201417.3913043478,50353.6231884058
47189,267885,205720,62165
48001,171611.11,128244.4444444444,43366.66666666666
48005,361487.5,253962.5,107525
48007,305300.47,229900.1527300496,75400.30546009928
48009,307500,232500,75000
48013,47000,47000,0
48015,204758.47,152192.7966101695,52565.67796610169
48019,263300,202664.2857142857,60635.71428571428
48021,214501.41,154899.2957746479,59602.11267605633
48025,255236.36,239100,16136.36363636364
48027,244041.94,176250,67791.93548387097
48029,300682.38,194864.1509433962,105818.2389937107
48035,269100,219100,50000
48037,245407.14,176921.4285714286,68485.71428571429
48039,246253.75,184560.7574003638,61692.98825864065
48041,323008.34,254867.8571428571,68140.47619047618
48043,308050,231800,76250
48047,48000,48000,0
48049,212475,170071.4285714286,42403.57142857143
48051,179590,158090,21500
48053,267965.69,218837.2781065089,49128.40236686391
48055,112400,92400,20000
48057,310431.16,221055.7971014493,89375.36231884058
48059,103100,103100,0
48061,233036.45,170821.4409722222,62215.01736111111
48067,306600,165800,140800
48071,287458.09,204614.3807148795,82843.72402327515
48073,171241.38,139541.3793103448,31700
48077,170971.42,134000,36971.42857142857
48083,130000,130000,0
48085,244269.23,181423.0769230769,62846.15384615384
48087,145000,145000,0
48089,273740,193357.7777777778,80382.22222222222
48091,249442.42,185493.9393939394,63948.48484848485
48093,42000,30000,12000
48097,171480,164400,7080
48099,247800,182000,65800
48109,1000000,500000,500000
48111,159500,134500,25000
48113,265555.31,196505.8608058608,69049.45054945054
48117,350000,250000,100000
48121,286096.47,210292.9411764706,75803.5294117647
48123,185403.7,135707.4074074074,49696.2962962963
48131,350000,250000,100000
48133,135742.67,104786.6666666667,30956
48135,147386.67,108586.6666666667,38800
48139,312323.91,232336.9565217391,79986.95652173914
48141,160829.63,141370.3703703704,19459.25925925926
48143,266625,191625,75000
48147,155378.58,126146.4285714286,29232.14285714286
48149,176194.36,139140.8450704225,37053.52112676056
48157,298914.44,216886.6255961844,82027.82193958665
48159,45000,35000,10000
48161,336000,240000,96000
48167,293654.91,218922.8241655402,74732.07861079338
48171,345000,278333.3333333333,66666.66666666667
48177,225325,174025,51300
48181,213409.67,161972.5806451613,51437.09677419355
48183,255562.22,195055.5555555556,60506.66666666666
48185,140525.58,107237.2093023256,33288.37209302326
48187,271820,203355,68465
48189,180350,130350,50000
48191,140000,100000,40000
48199,262663.56,193709.2814371258,68954.29141716567
48201,277944.22,211342.6148754785,66601.60131765567
48203,159860.19,137658.3333333333,22201.85185185185
48207,104800,76826.66666666667,27973.33333333333
48209,273688.78,209902.0408163265,63786.73469387755
48213,286194.75,210963.1578947369,75231.57894736843
48215,198268.53,144762.5698324022,53505.95903165735
48217,210000,150000,60000
48219,243333.33,166666.6666666667,76666.66666666667
48221,240132,194594,45538
48223,298300,213300,85000
48225,233333.33,166666.6666666667,66666.66666666667
48227,175000,125000,50000
48231,176647.38,147789.4736842105,28857.89473684211
48237,227500,162500,65000
48239,211634.2,171123.6842105263,40510.52631578947
48241,205489.22,147392.1568627451,58097.05882352941
48245,273833.88,197326.5592334495,76507.31707317074
48249,153922.22,102983.3333333333,50938.88888888889
48251,204830.77,150523.0769230769,54307.6923076923
48253,108630,85650,22980
48255,326666.66,233333.3333333333,93333.33333333333
48257,231369.23,169907.6923076923,61461.53846153846
48259,215680,178705,36975
48265,216283.33,172061.1111111111,44222.22222222222
48267,184071.42,152657.1428571429,31414.28571428571
48273,209435.72,149882.1428571429,59553.57142857143
48277,146948.33,111115,35833.33333333334
48281,236500,192916.6666666667,43583.33333333334
48283,35000,35000,0
48285,155266.67,90000,65266.66666666666
48287,79140,63806.66666666666,15333.33333333333
48289,53400,42400,11000
48291,217255.03,158542.3322683706,58712.69968051118
48293,152592.31,116990.3846153846,35601.92307692308
48295,88100,88100,0
48297,46400,35200,11200
48299,271732,227946.8982630273,43785.11166253102
48303,155296.16,139665.3846153846,15630.76923076923
48309,198866.67,145762.9629629629,53103.7037037037
48313,215428.58,161142.8571428571,54285.71428571428
48315,79080,62080,17000
48319,45000,35000,10000
48321,217219.59,164193.4673366834,53026.13065326633
48323,146266.67,94600,51666.66666666666
48325,227118.19,166454.5454545454,60663.63636363636
48327,58766.668,55433.33333333334,3333.333333333333
48329,268928.56,219564.2857142857,49364.28571428572
48331,42500,35000,7500
48337,241125,182375,58750
48339,247504.61,183558.8225427709,63945.79000335458
48343,140000,100000,40000
48347,418000,245000,173000
48349,191250,157500,33750
48351,127893.51,98269.09090909091,29624.41558441558
48353,117890,103570,14320
48355,387704.66,324886.1589247819,62818.50978542797
48361,256602.63,184567.0996784566,72035.52411575563
48363,150013.33,116060,33953.33333333334
48365,45000,35000,10000
48367,194375.67,156845.9459459459,37529.72972972973
48373,183920.83,135179.1666666667,48741.66666666666
48375,185500,138000,47500
48381,242784.61,177315.3846153846,65469.23076923077
48385,40500,40500,0
48389,54500,54500,0
48391,265900,193697.9166666667,72202.08333333333
48397,290013.34,213086.6666666667,76926.66666666667
48399,280000,200000,80000
48401,265833.34,192500,73333.33333333333
48403,45000,35000,10000
48405,180840,138440,42400
48407,118331.73,90912.5,27419.23076923077
48409,259583.72,186161.670235546,73422.0556745182
48411,105000,75000,30000
48423,282330.34,214908.9285714286,67421.42857142857
48425,90650,65650,25000
48427,191550,149516.6666666667,42033.33333333334
48429,113568.75,95493.75,18075
48435,158431.81,117654.5454545455,40777.27272727273
48437,105000,75000,30000
48439,232904.41,178383.3898305085,54521.01694915254
48441,185425,139587.5,45837.5
48445,66000,66000,0
48447,90150,72650,17500
48449,352000,280000,72000
48451,182650,143650,39000
48453,279593.88,235077.7158774373,44516.15598885794
48455,41718.184,34145.45454545454,7572.727272727273
48457,132451.02,100524.4897959184,31926.5306122449
48459,105000,75000,30000
48463,272500,212500,60000
48465,183285.72,137285.7142857143,46000
48467,227177.78,170300,56877.77777777778
48469,228043.7,170784.0336134454,57259.66386554622
48471,217363.52,160204.0540540541,57159.45945945946
48473,232322.7,175206.0317460317,57116.66666666666
48477,202292.86,148126.1904761905,54166.66666666666
48479,257350,211414.2857142857,45935.71428571428
48481,165720.38,136189.3312101911,29531.05095541401
48485,206236.11,163386.1111111111,42850
48489,196222.13,148207.9646017699,48014.1592920354
48491,266037.94,206472.4137931034,59565.51724137931
48493,175000,125000,50000
48497,235100,169211.1111111111,65888.88888888889
48499,183500,131425,52075
48503,182133.33,142133.3333333333,40000
48505,210000,150000,60000
48507,155600,130966.6666666667,24633.33333333333
49003,350000,250000,100000
49005,171750,123566.6666666667,48183.33333333334
49007,226000,176000,50000
49011,404000,260000,144000
49017,350000,250000,100000
49021,227600,166000,61600
49023,70000,50000,20000
49025,172250,172250,0
49035,283000,205470.5882352941,77529.41176470589
49043,1187500,1137500,50000
49045,250000,250000,0
49047,280000,200000,80000
49049,267080,191080,76000
49051,303333.34,216666.6666666667,86666.66666666667
49053,350000,250000,100000
49057,283671.44,220671.4285714286,63000
50001,148710,120830,27880
50003,267516.66,198700,68816.66666666667
50005,106725,31725,75000
50007,257153.84,197815.3846153846,59338.46153846154
50011,177916.67,154175,23741.66666666667
50013,154900,112100,42800
50015,250304.77,208123.8095238095,42180.95238095238
50017,139283.33,122616.6666666667,16666.66666666667
50019,148985.72,110628.5714285714,38357.14285714286
50021,196707.69,160600,36107.6923076923
50023,208150,166650,41500
50025,130866.66,113366.6666666667,17500
50027,226916.67,202833.3333333333,24083.33333333333
51001,199740.98,163636.0655737705,36104.91803278688
51003,256640,207490,49150
51005,137988,106392,31596
51007,300000,250000,50000
51009,440633.34,258333.3333333333,182300
51013,281311.25,205503.75,75807.5
51015,231340,177626.6666666667,53713.33333333334
51017,200666.67,143333.3333333333,57333.33333333334
51019,228555.56,170555.5555555556,58000
51021,169950,159950,10000
51023,186000,172315.7894736842,13684.21052631579
51025,350000,250000,100000
51027,150280,112280,38000
51031,359690.91,300563.6363636364,59127.27272727273
51033,350000,250000,100000
51035,161850,116425,45425
51036,28000,20000,8000
51037,44700,13200,31500
51041,264743.09,203629.3103448276,61113.79310344828
51043,160000,150000,10000
51045,207514.28,154500,53014.28571428572
51047,154914.28,119771.4285714286,35142.85714285714
51049,102766.66,81200,21566.66666666667
51051,315000,225000,90000
51057,267500,217500,50000
51059,253894.47,191344.6366782007,62549.82698961937
51061,199428.58,162857.1428571429,36571.42857142857
51063,175000,125000,50000
51067,295922.22,218144.4444444444,77777.77777777778
51069,220780,164840,55940
51071,145160,116440,28720
51073,227676.47,193741.1764705882,33935.29411764706
51075,245000,175000,70000
51079,168125,137708.3333333333,30416.66666666667
51081,69300,69300,0
51083,204700,144344.4444444444,60355.55555555555
51085,241111.11,200000,41111.11111111111
51087,283367.69,226449.2307692308,56918.46153846154
51089,516781.81,283736.3636363636,233045.4545454546
51093,252145.45,179272.7272727273,72872.72727272728
51095,265433.34,196666.6666666667,68766.66666666667
51097,254500,218000,36500
51099,250000,250000,0
51101,260000,250000,10000
51103,275575,224966.6666666667,50608.33333333334
51107,247636,184756,62880
51109,350000,250000,100000
51113,108400,108400,0
51115,281715.38,231988.4615384615,49726.92307692308
51117,350000,250000,100000
51119,278620,207200,71420
51121,173827.27,147718.1818181818,26109.09090909091
51127,245000,175000,70000
51131,204620,174000,30620
51133,296850,223350,73500
51137,84000,60000,24000
51139,303333.34,216666.6666666667,86666.66666666667
51141,145000,110000,35000
51143,220818.19,172509.0909090909,48309.09090909091
51147,324214.28,272900,51314.28571428572
51149,315000,225000,90000
51153,269952.56,206711.3402061856,63241.23711340207
51155,107252.17,94943.47826086957,12308.69565217391
51157,250000,250000,0
51159,350000,250000,100000
51161,185978.02,159332.967032967,26645.05494505494
51163,105055.55,91833.33333333333,13222.22222222222
51165,321715.38,235392.3076923077,86323.07692307692
51167,143900,104350,39550
51169,237840,169840,68000
51171,204762.5,153787.5,50975
51173,62925,52925,10000
51175,299160,227980,71180
51177,248785.72,185500,63285.71428571428
51179,251842.22,188275.5555555556,63566.66666666666
51181,582000,330000,252000
51185,134366.67,117997.2222222222,16369.44444444445
51187,170158.33,136241.6666666667,33916.66666666666
51191,316603.84,227203.8461538462,89400
51193,329000,235000,94000
51195,125583.34,98227.77777777778,27355.55555555555
51197,176400,126000,50400
51199,318800,232142.8571428571,86657.14285714286
51510,323724.31,230018.3486238532,93705.96330275229
51520,161250,123750,37500
51540,217475,195212.5,22262.5
51550,257326.72,204999.2366412214,52327.48091603054
51570,251244.44,215000,36244.44444444445
51580,127510,103671.6666666667,23838.33333333333
51590,230537.03,195500,35037.03703703704
51595,225800,220000,5800
51600,350000,250000,100000
51610,291806.66,230213.3333333333,61593.33333333334
51620,350850,269500,81350
51630,212083.33,176750,35333.33333333334
51650,251293.66,217088.7804878049,34204.87804878049
51660,226333.33,154666.6666666667,71666.66666666667
51670,173083.33,138083.3333333333,35000
51680,205042.86,151000,54042.85714285714
51683,196000,140000,56000
51685,42000,30000,12000
51690,250000,200000,50000
51700,174908.73,146639.8058252427,28268.93203883495
51710,296790.69,232790.0423728813,64000.63559322034
51720,142300,93200,49100
51730,132966.67,116583.3333333333,16383.33333333333
51735,260450,216333.3333333333,44116.66666666666
51740,234644.23,192011.5241635688,42632.71375464684
51760,347227.78,260750,86477.77777777778
51770,221530.16,190774.6031746032,30755.55555555555
51775,223636.77,197897.0588235294,25739.70588235294
51790,256300,217085,39215
51800,258149.06,200428.3018867924,57720.75471698113
51810,243346.77,199646.8197879859,43699.94110718492
51820,154785.72,121928.5714285714,32857.14285714286
51840,336666.66,309366.6666666667,27300
53003,310700,250000,60700
53005,233333.33,166666.6666666667,66666.66666666667
53007,357000,255000,102000
53009,350000,250000,100000
53011,237600,184000,53600
53013,230709.09,205254.5454545454,25454.54545454546
53015,284988.88,219255.5555555556,65733.33333333333
53019,122700,115333.3333333333,7366.666666666667
53025,287225,212225,75000
53027,213212.5,191962.5,21250
53029,245941.52,205175.4716981132,40766.03773584906
53031,338000,270000,68000
53033,455014.5,395236.0784313725,59778.43137254902
53035,334464.28,246428.5714285714,88035.71428571429
53037,172026.67,142560,29466.66666666667
53041,227300,167300,60000
53043,115500,115500,0
53045,207371.42,177228.5714285714,30142.85714285714
53047,222604.17,183604.1666666667,39000
53049,324287.5,239287.5,85000
53051,228844.44,203333.3333333333,25511.11111111111
53053,286813.78,226186.2068965517,60627.58620689655
53055,350000,250000,100000
53057,232160.61,207460.606060606,24700
53061,264266.66,212123.1884057971,52143.47826086957
53063,408333.34,291666.6666666667,116666.6666666667
53065,315000,225000,90000
53067,259498.05,197629.4117647059,61868.62745098039
53071,188733.33,161542.5925925926,27190.74074074074
53073,205770.38,185631.4814814815,20138.88888888889
53075,184375,169375,15000
53077,256104.08,194712.2448979592,61391.83673469388
54001,187700,187700,0
54003,133344.44,109561.1111111111,23783.33333333333
54005,75000,75000,0
54007,102500,77500,25000
54009,63200,62459.25925925926,740.7407407407408
54011,109837.21,95255.81395348837,14581.39534883721
54013,159416.67,117750,41666.66666666666
54015,106772.5,93527.5,13245
54017,33000,33000,0
54019,94748.273,75396.55172413793,19351.72413793104
54021,119400,89850,29550
54023,291666.66,208333.3333333333,83333.33333333333
54025,123814.49,99764.20454545454,24050.28409090909
54027,113142.86,92857.14285714286,20285.71428571429
54029,116714.29,98142.85714285714,18571.42857142857
54033,116600,86756.25,29843.75
54035,137716.67,109783.3333333333,27933.33333333333
54037,246247.06,189735.294117647,56511.76470588235
54039,137426.81,114140.2234636872,23286.59217877095
54041,180716.67,145783.3333333333,34933.33333333334
54043,86600,85830.76923076923,769.2307692307693
54045,124820,101660,23160
54047,83825,63325,20500
54049,115517.55,96298.24561403508,19219.29824561403
54051,85698.18,76518.18181818182,9180
54053,78571.43,69085.71428571429,9485.714285714286
54055,60300,48000,12300
54057,175000,125000,50000
54059,194428.58,144428.5714285714,50000
54061,237200,194980,42220
54063,98934.781,81834.78260869565,17100
54065,133218.19,118290.9090909091,14927.27272727273
54067,183154.17,127045.8333333333,56108.33333333334
54069,219966.27,150146.9879518072,69819.27710843373
54071,350000,250000,100000
54073,105000,75000,30000
54075,135806.67,94460,41346.66666666666
54077,40000,40000,0
54079,213809.09,176795.4545454546,37013.63636363636
